question,path,score,relation_type
男性，30岁，出现间歇性畏寒、寒战、高热、出汗症状超过2周，10月份就诊。间歇期间无明显不适。体检结果显示体温41℃，轻度贫血貌，心率120次／min，肝脾触诊肋下肝1cm，脾2cm。化验血红蛋白结果为89g／L。基于以上信息，这位患者最可能患有什么病？,疟疾->诊断方法->血片检查,0.91,诊断检查
在总义齿患者的调牙合过程中，当下颌前伸至上下颌前牙切缘相对时，出现左右侧上下颌第二磨牙和第一磨牙与上颌第二双尖牙同时接触的现象，这种接触模式如何描述？,牙合接触->常用药品->牙龈贴膜,0.33,常用药品
在患者体检时发现脾肋下4指可触及，白细胞计数为3.0×10^9/L，中性粒细胞占30％，淋巴细胞占60％，单核细胞占10％的情况下，这种临床表现应该诊断为什么疾病？,脾肿大->推荐食谱->猪肝粥,0.09,推荐食谱
患者60/30mmHg，面色苍白，四肢湿冷，呼吸急促，心率快，腹平软，脐周压痛，肠鸣音活跃，脑膜刺激征阴性。请问在这种情况下，应立即进行哪项检查以帮助诊断问题的原因？,心衰->辅助检查->胸部X光,0.18,诊断检查
对于一位30岁的女性患者，其双眼上睑下垂症状在休息或睡眠后有所改善，哪项检查最有助于鉴别诊断该病症的原因？,重症肌无力->诊断检查->肌电图,0.81,诊断检查
一名15岁男性患者在睡眠中突发阴囊疼痛，查体发现右侧睾丸稍大，位置在阴囊上方，明显触痛，彩色多普勒超声检查显示右睾丸血流明显减少。根据这些症状和检查结果，最可能的疾病是什么？,睾丸扭转->症状->阴囊疼痛,0.88,症状
对于一位明确诊断为心肌梗死且拒绝入院治疗的清醒患者，医生应该如何在尊重患者自主权的同时确保其得到合适的医疗处理？,心肌梗死->并发症->心源性休克,0.65,并发症
一名24岁女性患者在咽痛2周后出现肉眼血尿，尿液分析显示红细胞遍布于视野中，且有链球菌感染病史，尿蛋白定量为0.9g/d，肾功能和血压正常，ANA结果为阴性。基于这些信息，最可能的诊断是什么？,血尿->忌吃->高盐饮食,0.18,忌吃
一名2岁患儿已患肺炎1周，近日全身中毒症状加重，并出现高热持续不退、呼吸困难加重、频繁咳嗽、面色发绀和低血压。综合这些症状，最有可能的诊断是什么？,脓胸->诊断检查->胸部X光,0.91,诊断检查
一名50岁的男性患者在饱食后出现上腹持续性胀痛，伴有全腹压痛和反跳痛，肌紧张及肠鸣音消失等症状，经过体格检查和实验室检查后，为确定最佳的治疗方案，哪种影像学检查最有价值？,腹膜炎->症状->肌紧张,0.86,症状
根据一名27岁女性患者的症状，包括跳舞后突发右下腹剧烈疼痛、伴恶心和畏冷，查体发现右附件区有一个5*6*4cm大小的囊性肿物，并且触痛明显，最可能的诊断是什么？,急性腹痛->诊断检查->超声检查,0.93,诊断检查
根据女性患者28岁，经来先期，量少或多，色红质稠，手足心热，舌红少苔，脉细数等症状，应首选哪种方剂进行治疗？,阴虚血热->症状->月经异常,0.25,症状
房颤中风后出现口舌歪斜、舌强不语、烦躁失眠、眩晕，舌质暗红少苔，脉细弦数，诊断是什么？,中风后遗症->症状->口舌歪斜,0.75,症状
一个出生7天的男婴出现了啼哭和哺乳困难，临床检查发现其两颊黏膜和软腭充血，并出现散在的白色柔软小斑点，这些斑点用力擦拭后可以去掉。根据这些临床表现，该婴儿可能患有什么疾病？,鹅口疮->症状->白色小斑点、黏膜充血、哺乳困难,0.93,症状
一名患有7年慢性腹泻的32岁男性患者，其大便每日2～3次，常带有少量脓血。通过粪便镜检发现红、白细胞均15/HP，纤维结肠镜检查显示降结肠以下黏膜充血、假息肉形成，并有少数散在浅溃疡的情况下，最合适的初始治疗药物是什么？,溃疡性结肠炎->症状->大便脓血,0.22,症状
患者出现经前吐血、衄血且出血量较多、色鲜红，伴有月经提前、量少，心烦易怒、两胁胀痛等症状。舌象为舌红、苔黄，脉象为弦数。针对上述症状，治疗应首选的方剂是什么？,肝火亢盛->治疗方法->清肝止血方,0.11,治疗方法
一个出生7天的男婴出现了啼哭和哺乳困难，临床检查发现其两颊黏膜和软腭充血，并出现散在的白色柔软小斑点，这些斑点用力擦拭后可以去掉。根据这些临床表现，该婴儿可能患有什么疾病？,鹅口疮->症状->白色斑点和黏膜充血,0.83,症状
对于一位30岁，体壮，经常便秘，每隔几天须服用泻药才能排便，大便干结，腹部胀满，并且出现烦热、口渴、口臭、舌红、舌苔黄厚，脉滑数的女性，应选择哪种方剂进行治疗？,阳明腑实->症状->便秘,0.33,症状
一名30岁男性患有十二指肠球部溃疡4年，突然出现上腹部剧痛5小时，并伴随全腹痛和大汗淋漓。体检显示全腹压痛和反跳痛。为了明确是否发生了溃疡病穿孔，急诊中应优先进行哪种检查？,消化道穿孔->诊断检查->CT扫描,0.72,诊断检查
一位35岁的初产妇在妊娠34周时出现心慌、不能平卧一天，体征为心率120次/分，呼吸30次/分，血压140/90mmHg，心界向左下扩大，双肺布满湿啰音，胎心率145次/分。请问针对这种情况，应该采取什么处理措施？,妊娠期心力衰竭->传染性->是,0.05,传染性
根据一名27岁女性患者的症状，包括跳舞后突发右下腹剧烈疼痛、伴恶心和畏冷，查体发现右附件区有一个5*6*4cm大小的囊性肿物，并且触痛明显，最可能的诊断是什么？,卵巢囊肿蒂扭转->并发症->卵巢坏死,0.69,并发症
某患者诊断为初发劳力性心绞痛，已经服用硝酸异山梨酯和地尔硫卓治疗，但仍出现频繁的自发性心绞痛发作。在这种情况下，为了预防心绞痛的进一步发作以及潜在的心肌梗死风险，应该加用哪种药物来帮助改善患者的病情？,心衰->治疗方法->利尿剂,0.15,治疗方法
一名60岁男性患者，出现左腰部酸胀痛，向左臀部及股后放射，特别是在晨起和久坐之后加重，活动后有所好转。查体发现腰椎生理弯曲变平，脊柱弹性和活动度均差，双侧腰竖脊肌痉挛，左侧尤为明显，且在L3到S1左椎旁有压痛并放射到左臀部及股后。直腿抬高试验阴性，双下肢肌力正常，皮肤感觉和反射均未见异常。根据上述临床表现，该患者最可能的诊断是什么？,腰椎间盘突出 -> 疾病描述 -> 腰椎间盘突出症,0.52,疾病描述
根据患者出现喘逆严重、张口抬肩、鼻翼煽动、呼吸困难、不能平卧、心悸、烦躁不安、面唇青紫、汗出眩冷、脉浮大无根的症状，该病例的中医诊断是什么？,喘脱证->症状->面唇青紫、脉浮大无根,0.65,症状
一个4岁的男孩1岁开始频繁惊厥，查体发现躯干部色素脱失斑，以及颜面部鼻唇沟附近有多个血管纤维瘤，怀疑是结节性硬化。为了确诊结节性硬化并检测脑室周围及皮质钙化灶，应进行哪种检查？,结节性硬化->检查疾病->头颅CT扫描,0.88,诊断检查
一名66岁男性，情绪激动后突然出现剧烈头痛、头晕、呕吐，随后表现出'三偏征'，伴随瞳孔缩小和光反射消失，这种症状最可能提示脑出血发生在何处？,丘脑出血->并发症->脑疝,0.32,并发症
一名56岁男性患者，经历2个月间断无痛全程肉眼血尿，体检结果显示肾区无叩痛，尿检红细胞充满每高倍镜视野，并且静脉尿路造影显示右肾盂有充盈缺损，这些症状和检查结果最可能提示该患者患有什么疾病？,尿路上皮癌->检查疾病->CT检查,0.25,诊断检查
一名50岁女性患者，身高154cm，体重62kg，因外阴瘙痒就诊，血糖检测结果为13mmol／L，尿糖结果为(++)，血象正常。根据患者的情况，最适宜的治疗方案是什么？,糖尿病->症状->外阴瘙痒,0.02,症状
针对5岁患者8月中旬出现高热、抽搐、面色苍白、意识朦胧及四肢凉等症状，并有食入不洁食物史，医师为确诊该患者的病情，下一步最应进行哪一项检查？,意识朦胧->可能患有疾病->中枢神经系统感染,0.88,可能患有疾病
根据CT影像结果和患者的一年余右侧腰、腹部偶尔不适症状，请描述该患者右肾的最可能诊断。,右肾囊肿->可能患有疾病->肾癌,0.14,可能患有疾病
一个56岁的患者突然出现剧烈胸背部疼痛，短时间内出现截瘫或四肢瘫，病变水平以下出现痛温觉丧失而深感觉保留，同时大小便功能障碍。基于这些症状，应诊断为何种综合征？,主动脉夹层->并发症->脊髓供血不足,0.21,并发症
一名45岁男性患者突然感到胸痛，4小时后前往医院就诊。在排除急性心肌梗死时，哪项检查最为有帮助？,急性胸痛->症状->胸部压迫感,0.68,症状
对于一名67岁有长期吸烟史并患有慢性阻塞性肺疾病（COPD）的男性患者，在经历浅昏迷和下肢水肿的情况下，若要明确诊断，首先应进行什么检查？,COPD->检查疾病->肺功能测试,0.77,诊断检查
32岁男性，右耳流脓1年，CT显示外耳道嵴骨消失、软组织密度影，听小骨及鼓室壁破坏。最可能的诊断是什么？,右耳流脓->诊断->慢性中耳炎,0.84,可能患有疾病
患者为38岁女性，双额黏膜存在白色病变1年，活检标本显示上皮萎缩、表面不全角化、上皮钉突不规则延长，基底细胞层液化变性以及固有层内近上皮区淋巴细胞浸润。根据这些病理特征，诊断应为哪种疾病？,口腔扁平苔藓->症状->白色网状条纹,0.84,症状
针对一位45岁女性患者出现右上腹胀痛伴皮肤巩膜黄染的症状，在体格检查中发现皮肤巩膜明显黄疸且腹水征为阴性，请问为了明确梗阻部位，首选的检查方法是什么？,胆管梗阻->检查疾病->腹部超声,0.38,诊断检查
左眼睑下垂、外肌瘫痪、瞳孔散大、突出、视力仅0.1，应考虑什么诊断？,动眼神经麻痹->症状->睑下垂,0.68,症状
如果患者在过去一个月内频繁出现头痛，每周发作3至4次，并且口服奈普生无法很好地缓解疼痛，为了终止头痛的急性发作，应选用哪种药物？,偏头痛->治疗方法->止吐药,0.55,治疗方法
一名30岁男性患者半年前有左膝外伤史，现出现左膝疼痛及不能伸直，伴随反复的膝关节‘交锁征’。体格检查显示回旋挤压试验阳性，抽屉试验及侧方挤压试验均阴性。根据这些资料，针对他的病情，最佳的治疗方法是什么？,半月板损伤->症状->膝关节疼痛,0.78,症状
一位17岁女性患者有腹泻、发热4天，并伴有全身皮疹出现和瘙痒2天的病史。她的病状包括黄色稀水样便、反复高热并在接受抗感染和补液治疗后病情无明显改善。目前皮疹表现为多部位大片状鲜红色隆起性红斑，伴有水肿且形状不规则。实验室检查显示白细胞增高和大便白细胞阳性。在这种情况下，指导患者治疗的主要原则是什么？,皮疹 -> 并发症 -> 药物过敏反应,0.85,并发症
一名45岁的男性由于心肌梗死导致心源性晕厥，在进行心脏除颤后恢复了窦性心律，意识清醒且血压逐渐恢复正常。为了预防酸碱失衡，应该立即补充哪种溶液？,心肌梗死->治疗方法->碳酸氢钠,0.88,治疗方法
一个1岁的孩子腹泻3天，每天大便10次，量多，呈蛋花汤样，精神萎靡，眼泪少，尿少，血清钠水平为133mmol/L，皮肤弹性差，唇红，呼吸深快。请根据这些症状和血液化验结果诊断该患儿的具体病情。,急性腹泻->并发症->代谢性酸中毒,0.68,并发症
李某，女，55岁，反复脘闷不舒5年，伴脘腹满闷，时轻时重，纳呆便溏，神疲乏力，少气懒言，舌质淡，苔薄白，脉细弱。根据她的症状和体征，治疗时应首选哪种方剂进行调理？,脾胃虚弱->常用药品->补中益气汤,0.87,常用药品
男，50岁，因肝硬化食管静脉曲张、腹水入院，放腹水后出现精神错乱、幻觉、扑击样震颤、脑电图异常等肝昏迷表现。针对该患者的情况，安排何种饮食最为合适？,肝性脑病->推荐食谱->低钠饮食,0.85,推荐食谱
对于一个12岁的患者，出现两小腿皮肤米粒大小、鲜红色、微痒且触之碍手的斑疹，应该首选哪种中药方剂进行治疗？,消风散->常用药品->荆芥,0.79,常用药品
